cells,patient_id,cell_type,treatment_group,Cohort,no.of.genes,no.of.reads
cy110_CD45neg_CD90neg_S198,Mel110,Mal,post.treatment,New,4578,1379184
cy102_CD45neg_CD90neg_S66,Mel102,Mal,post.treatment,New,7697,759810
cy102_CD45neg_CD90neg_S68,Mel102,Mal,post.treatment,New,6926,787376
cy102_CD45neg_CD90neg_S43,Mel102,Mal,post.treatment,New,6339,905853
cy102_CD45neg_CD90neg_S23,Mel102,Mal,post.treatment,New,7193,914079
cy102_CD45neg_CD90neg_S57,Mel102,Mal,post.treatment,New,8144,926530
cy103_CD45neg_CD90neg_S172,Mel103,Mal,treatment.naive,New,4286,1607191
cy110_CD45neg_CD90neg_S232,Mel110,Mal,post.treatment,New,4489,506080
cy103_CD45neg_CD90neg_S181,Mel103,Mal,treatment.naive,New,5809,866492
cy110_CD45neg_CD90neg_S250,Mel110,Mal,post.treatment,New,10917,2583954
cy103_CD45neg_CD90neg_S135,Mel103,Mal,treatment.naive,New,4588,298383
cy110_CD45neg_CD90neg_S246,Mel110,Mal,post.treatment,New,9959,1817149
cy110_CD45neg_CD90neg_S216,Mel110,Mal,post.treatment,New,6634,170991
cy103_CD45neg_CD90neg_S180,Mel103,Mal,treatment.naive,New,5254,851642
cy110_CD45neg_CD90neg_S278,Mel110,Mal,post.treatment,New,9705,2245998
cy103_CD45neg_CD90neg_S122,Mel103,Mal,treatment.naive,New,6035,601565
cy110_CD45neg_CD90neg_S287,Mel110,Mal,post.treatment,New,5872,1050266
cy103_CD45neg_CD90neg_S140,Mel103,Mal,treatment.naive,New,6141,676811
cy102_CD45neg_CD90neg_S30,Mel102,Mal,post.treatment,New,6856,789329
cy102_CD45neg_CD90neg_S15,Mel102,Mal,post.treatment,New,3611,520036
cy103_CD45neg_CD90neg_S119,Mel103,Mal,treatment.naive,New,7535,931189
cy110_CD45neg_CD90neg_S218,Mel110,Mal,post.treatment,New,4955,1579816
cy102_CD45neg_CD90neg_S1,Mel102,Mal,post.treatment,New,10026,759447
cy103_CD45neg_CD90neg_S128,Mel103,Mal,treatment.naive,New,2156,198485
cy102_CD45neg_CD90neg_S64,Mel102,Mal,post.treatment,New,7569,770671
cy103_CD45neg_CD90neg_S99,Mel103,Mal,treatment.naive,New,2044,218552
cy102_CD45neg_CD90neg_S83,Mel102,Mal,post.treatment,New,7628,756357
cy110_CD45neg_CD90neg_S194,Mel110,Mal,post.treatment,New,10278,1451400
cy110_CD45neg_CD90neg_S237,Mel110,Mal,post.treatment,New,9844,1643556
cy102_CD45neg_CD90neg_S84,Mel102,Mal,post.treatment,New,7080,935880
cy102_CD45neg_CD90neg_S40,Mel102,Mal,post.treatment,New,7390,788129
cy103_CD45neg_CD90neg_S163,Mel103,Mal,treatment.naive,New,2787,428080
cy103_CD45neg_CD90neg_S178,Mel103,Mal,treatment.naive,New,7274,1263234
cy103_CD45neg_CD90neg_S130,Mel103,Mal,treatment.naive,New,5426,603792
cy103_CD45neg_CD90neg_S168,Mel103,Mal,treatment.naive,New,8851,1477268
cy103_CD45neg_CD90neg_S184,Mel103,Mal,treatment.naive,New,4898,519506
cy103_CD45neg_CD90neg_S100,Mel103,Mal,treatment.naive,New,2581,308589
cy102_CD45neg_CD90neg_S95,Mel102,Mal,post.treatment,New,7493,888040
cy110_CD45neg_CD90neg_S223,Mel110,Mal,post.treatment,New,9644,1202959
cy103_CD45neg_CD90neg_S189,Mel103,Mal,treatment.naive,New,5567,744215
cy103_CD45neg_CD90neg_S137,Mel103,Mal,treatment.naive,New,4912,280206
cy102_CD45neg_CD90neg_S92,Mel102,Mal,post.treatment,New,7580,1011986
cy112_CD45neg_CD90neg_S341,Mel112,Mal,treatment.naive,New,2261,1980239
cy110_CD45neg_CD90neg_S276,Mel110,Mal,post.treatment,New,9046,1641463
cy103_CD45neg_CD90neg_S136,Mel103,Mal,treatment.naive,New,6404,751586
cy102_CD45neg_CD90neg_S53,Mel102,Mal,post.treatment,New,4098,844581
cy102_CD45neg_CD90neg_S48,Mel102,Mal,post.treatment,New,7290,874144
cy110_CD45neg_CD90neg_S267,Mel110,Mal,post.treatment,New,11533,1777537
cy102_CD45neg_CD90neg_S49,Mel102,Mal,post.treatment,New,5144,825096
cy110_CD45neg_CD90neg_S255,Mel110,Mal,post.treatment,New,4956,2082613
cy103_CD45neg_CD90neg_S162,Mel103,Mal,treatment.naive,New,8541,1279091
cy102_CD45neg_CD90neg_S54,Mel102,Mal,post.treatment,New,7813,687159
cy103_CD45neg_CD90neg_S109,Mel103,Mal,treatment.naive,New,6192,666211
cy103_CD45neg_CD90neg_S188,Mel103,Mal,treatment.naive,New,6383,745406
cy103_CD45neg_CD90neg_S145,Mel103,Mal,treatment.naive,New,2601,899774
cy102_CD45neg_CD90neg_S69,Mel102,Mal,post.treatment,New,6398,576004
cy102_CD45neg_CD90neg_S60,Mel102,Mal,post.treatment,New,7471,779018
cy110_CD45neg_CD90neg_S254,Mel110,Mal,post.treatment,New,5692,2090326
cy102_CD45neg_CD90neg_S17,Mel102,Mal,post.treatment,New,7706,794135
cy103_CD45neg_CD90neg_S190,Mel103,Mal,treatment.naive,New,4998,887300
cy102_CD45neg_CD90neg_S58,Mel102,Mal,post.treatment,New,7447,591217
cy110_CD45neg_CD90neg_S252,Mel110,Mal,post.treatment,New,9979,1887520
cy102_CD45neg_CD90neg_S65,Mel102,Mal,post.treatment,New,5591,906143
cy102_CD45neg_CD90neg_S13,Mel102,Mal,post.treatment,New,3315,309067
cy102_CD45neg_CD90neg_S90,Mel102,Mal,post.treatment,New,7985,918860
cy102_CD45neg_CD90neg_S32,Mel102,Mal,post.treatment,New,6110,614202
cy102_CD45neg_CD90neg_S19,Mel102,Mal,post.treatment,New,5994,955690
cy110_CD45neg_CD90neg_S205,Mel110,Mal,post.treatment,New,9981,2525609
cy102_CD45neg_CD90neg_S46,Mel102,Mal,post.treatment,New,7123,804555
cy102_CD45neg_CD90neg_S61,Mel102,Mal,post.treatment,New,4696,1018418
cy102_CD45neg_CD90neg_S31,Mel102,Mal,post.treatment,New,3968,804345
cy103_CD45neg_CD90neg_S152,Mel103,Mal,treatment.naive,New,7442,1366508
cy103_CD45neg_CD90neg_S118,Mel103,Mal,treatment.naive,New,3344,400363
cy112_CD45neg_CD90neg_S330,Mel112,Mal,treatment.naive,New,2280,986812
cy103_CD45neg_CD90neg_S165,Mel103,Mal,treatment.naive,New,5443,483962
cy110_CD45neg_CD90neg_S213,Mel110,Mal,post.treatment,New,10361,211462
cy110_CD45neg_CD90neg_S285,Mel110,Mal,post.treatment,New,10041,1426156
cy103_CD45neg_CD90neg_S157,Mel103,Mal,treatment.naive,New,1713,315171
cy102_CD45neg_CD90neg_S36,Mel102,Mal,post.treatment,New,7473,723738
cy103_CD45neg_CD90neg_S114,Mel103,Mal,treatment.naive,New,3294,457199
cy102_CD45neg_CD90neg_S78,Mel102,Mal,post.treatment,New,8034,811732
cy112_CD45neg_CD90neg_S291,Mel112,Mal,treatment.naive,New,6992,2190802
cy103_CD45neg_CD90neg_S120,Mel103,Mal,treatment.naive,New,6002,670918
cy102_CD45neg_CD90neg_S76,Mel102,Mal,post.treatment,New,7012,552118
cy103_CD45neg_CD90neg_S159,Mel103,Mal,treatment.naive,New,6581,717044
cy110_CD45neg_CD90neg_S282,Mel110,Mal,post.treatment,New,13574,927442
cy110_CD45neg_CD90neg_S235,Mel110,Mal,post.treatment,New,3486,612347
cy110_CD45neg_CD90neg_S203,Mel110,Mal,post.treatment,New,10486,1703767
cy103_CD45neg_CD90neg_S134,Mel103,Mal,treatment.naive,New,5954,679580
cy103_CD45neg_CD90neg_S115,Mel103,Mal,treatment.naive,New,3794,594883
cy102_CD45neg_CD90neg_S88,Mel102,Mal,post.treatment,New,6820,861432
cy103_CD45neg_CD90neg_S97,Mel103,Mal,treatment.naive,New,10039,1442577
cy110_CD45neg_CD90neg_S202,Mel110,Mal,post.treatment,New,5227,958800
cy110_CD45neg_CD90neg_S197,Mel110,Mal,post.treatment,New,4371,310232
cy102_CD45neg_CD90neg_S5,Mel102,Mal,post.treatment,New,3701,760944
cy102_CD45neg_CD90neg_S59,Mel102,Mal,post.treatment,New,7765,888459
cy102_CD45neg_CD90neg_S77,Mel102,Mal,post.treatment,New,7259,820053
cy102_CD45neg_CD90neg_S37,Mel102,Mal,post.treatment,New,5741,697394
cy103_CD45neg_CD90neg_S105,Mel103,Mal,treatment.naive,New,2788,399182
cy103_CD45neg_CD90neg_S151,Mel103,Mal,treatment.naive,New,4769,1197947
cy102_CD45neg_CD90neg_S79,Mel102,Mal,post.treatment,New,7516,877463
cy110_CD45neg_CD90neg_S288,Mel110,Mal,post.treatment,New,4914,1264840
cy103_CD45neg_CD90neg_S143,Mel103,Mal,treatment.naive,New,1954,199783
cy102_CD45neg_CD90neg_S85,Mel102,Mal,post.treatment,New,5943,963118
cy103_CD45neg_CD90neg_S179,Mel103,Mal,treatment.naive,New,5490,680280
cy102_CD45neg_CD90neg_S86,Mel102,Mal,post.treatment,New,7878,909332
cy102_CD45neg_CD90neg_S47,Mel102,Mal,post.treatment,New,7278,786518
cy102_CD45neg_CD90neg_S18,Mel102,Mal,post.treatment,New,7159,756108
cy110_CD45neg_CD90neg_S271,Mel110,Mal,post.treatment,New,3125,1484285
cy103_CD45neg_CD90neg_S186,Mel103,Mal,treatment.naive,New,4551,598906
cy112_CD45neg_CD90neg_S297,Mel112,Mal,treatment.naive,New,3059,1612558
cy112_CD45neg_CD90neg_S348,Mel112,Mal,treatment.naive,New,2514,2339639
cy102_CD45neg_CD90neg_S45,Mel102,Mal,post.treatment,New,8001,768016
cy112_CD45neg_CD90neg_S320,Mel112,Mal,treatment.naive,New,2738,2353599
cy102_CD45neg_CD90neg_S42,Mel102,Mal,post.treatment,New,7645,814132
cy110_CD45neg_CD90neg_S243,Mel110,Mal,post.treatment,New,9821,1889843
cy112_CD45neg_CD90neg_S314,Mel112,Mal,treatment.naive,New,7054,2218691
cy102_CD45neg_CD90neg_S89,Mel102,Mal,post.treatment,New,7661,1054772
cy102_CD45neg_CD90neg_S16,Mel102,Mal,post.treatment,New,6030,724140
cy102_CD45neg_CD90neg_S71,Mel102,Mal,post.treatment,New,6465,601827
cy110_CD45neg_CD90neg_S226,Mel110,Mal,post.treatment,New,8118,1639685
cy103_CD45neg_CD90neg_S110,Mel103,Mal,treatment.naive,New,8832,1419510
cy103_CD45neg_CD90neg_S155,Mel103,Mal,treatment.naive,New,4306,475883
cy110_CD45neg_CD90neg_S225,Mel110,Mal,post.treatment,New,10190,1267277
cy102_CD45neg_CD90neg_S72,Mel102,Mal,post.treatment,New,7323,918685
cy102_CD45neg_CD90neg_S26,Mel102,Mal,post.treatment,New,5865,833592
cy102_CD45neg_CD90neg_S50,Mel102,Mal,post.treatment,New,5076,752499
cy110_CD45neg_CD90neg_S212,Mel110,Mal,post.treatment,New,8657,206762
cy103_CD45neg_CD90neg_S127,Mel103,Mal,treatment.naive,New,3223,623731
cy102_CD45neg_CD90neg_S14,Mel102,Mal,post.treatment,New,7103,752226
cy103_CD45neg_CD90neg_S107,Mel103,Mal,treatment.naive,New,5012,847618
cy103_CD45neg_CD90neg_S101,Mel103,Mal,treatment.naive,New,5509,410385
cy103_CD45neg_CD90neg_S183,Mel103,Mal,treatment.naive,New,6923,1163535
cy103_CD45neg_CD90neg_S129,Mel103,Mal,treatment.naive,New,4956,378248
cy112_CD45neg_CD90neg_S299,Mel112,Mal,treatment.naive,New,2631,939970
cy102_CD45neg_CD90neg_S21,Mel102,Mal,post.treatment,New,7482,690702
cy103_CD45neg_CD90neg_S170,Mel103,Mal,treatment.naive,New,6734,1112684
cy110_CD45neg_CD90neg_S264,Mel110,Mal,post.treatment,New,4250,404486
cy103_CD45neg_CD90neg_S156,Mel103,Mal,treatment.naive,New,8970,1847860
cy110_CD45neg_CD90neg_S275,Mel110,Mal,post.treatment,New,10629,1573834
cy110_CD45neg_CD90neg_S277,Mel110,Mal,post.treatment,New,4239,1019468
cy102_CD45neg_CD90neg_S67,Mel102,Mal,post.treatment,New,7536,910167
cy102_CD45neg_CD90neg_S63,Mel102,Mal,post.treatment,New,7907,832295
cy102_CD45neg_CD90neg_S28,Mel102,Mal,post.treatment,New,7036,891737
cy112_CD45neg_CD90neg_S358,Mel112,Mal,treatment.naive,New,2345,1885963
cy110_CD45neg_CD90neg_S234,Mel110,Mal,post.treatment,New,3361,884526
cy106_CD45neg_S330,Mel106,Mal,post.treatment,New,3000,635593
cy106_CD45neg_S293,Mel106,Mal,post.treatment,New,4194,1374012
cy105_CD45neg_S220,Mel105,Mal,treatment.naive,New,2064,367366
cy106_CD45neg_S376,Mel106,Mal,post.treatment,New,4625,1906288
cy106_CD45neg_S370,Mel106,Mal,post.treatment,New,5055,2379902
cy105_CD45neg_S288,Mel105,Mal,treatment.naive,New,7260,1465249
cy106_CD45neg_S348,Mel106,Mal,post.treatment,New,5033,1240512
cy105_CD45neg_S236,Mel105,Mal,treatment.naive,New,7436,1037759
cy106_CD45neg_S383,Mel106,Mal,post.treatment,New,3586,1769203
cy106_CD45neg_S332,Mel106,Mal,post.treatment,New,3829,2139774
cy106_CD45neg_S335,Mel106,Mal,post.treatment,New,2615,956988
cy106_CD45neg_S328,Mel106,Mal,post.treatment,New,3069,1225666
cy106_CD45neg_S343,Mel106,Mal,post.treatment,New,3089,743574
cy106_CD45neg_S317,Mel106,Mal,post.treatment,New,3059,1827380
cy106_CD45neg_S375,Mel106,Mal,post.treatment,New,3141,1252171
cy106_CD45neg_S303,Mel106,Mal,post.treatment,New,3156,1419376
cy106_CD45neg_S315,Mel106,Mal,post.treatment,New,4013,814277
cy105_CD45neg_S278,Mel105,Mal,treatment.naive,New,1835,373472
cy106_CD45neg_S356,Mel106,Mal,post.treatment,New,3690,1433974
cy106_CD45neg_S296,Mel106,Mal,post.treatment,New,3312,1166534
cy106_CD45neg_S320,Mel106,Mal,post.treatment,New,2893,811275
cy106_CD45neg_S369,Mel106,Mal,post.treatment,New,5555,3066008
cy106_CD45neg_S380,Mel106,Mal,post.treatment,New,4554,2246779
cy106_CD45neg_S373,Mel106,Mal,post.treatment,New,3770,1449069
cy106_CD45neg_S381,Mel106,Mal,post.treatment,New,3343,1481982
cy106_CD45neg_S377,Mel106,Mal,post.treatment,New,4546,2018866
cy105_CD45neg_S249,Mel105,Mal,treatment.naive,New,2455,466667
cy106_CD45neg_S331,Mel106,Mal,post.treatment,New,4634,787467
cy106_CD45neg_S304,Mel106,Mal,post.treatment,New,3183,1570083
cy106_CD45neg_S345,Mel106,Mal,post.treatment,New,4017,1856018
cy106_CD45neg_S289,Mel106,Mal,post.treatment,New,7409,1617876
cy105_CD45neg_S215,Mel105,Mal,treatment.naive,New,6891,1033840
cy106_CD45neg_S357,Mel106,Mal,post.treatment,New,6285,2461768
cy106_CD45neg_S290,Mel106,Mal,post.treatment,New,5333,1579044
cy98_CD45neg_CD90neg_S44,Mel98,Mal,post.treatment,New,4469,413304
cy98_CD45neg_CD90neg_S14,Mel98,Mal,post.treatment,New,8065,823970
cy98_CD45neg_CD90neg_S46,Mel98,Mal,post.treatment,New,3969,844875
cy98_CD45neg_CD90neg_S32,Mel98,Mal,post.treatment,New,7857,1222926
cy98_CD45neg_CD90neg_S35,Mel98,Mal,post.treatment,New,8681,1895098
cy98_CD45neg_CD90neg_S33,Mel98,Mal,post.treatment,New,3370,1967001
cy98_CD45neg_CD90neg_S96,Mel98,Mal,post.treatment,New,4310,1318338
cy98_CD45neg_CD90neg_S3,Mel98,Mal,post.treatment,New,3766,631088
cy98_CD45neg_CD90neg_S78,Mel98,Mal,post.treatment,New,7972,497893
cy98_CD45neg_CD90neg_S70,Mel98,Mal,post.treatment,New,7207,897851
cy98_CD45neg_CD90neg_S48,Mel98,Mal,post.treatment,New,4617,33474
cy98_CD45neg_CD90neg_S72,Mel98,Mal,post.treatment,New,2632,934954
cy98_CD45neg_CD90neg_S56,Mel98,Mal,post.treatment,New,10605,684480
cy98_CD45neg_CD90neg_S71,Mel98,Mal,post.treatment,New,5500,1154557
cy98_CD45neg_CD90neg_S84,Mel98,Mal,post.treatment,New,2493,298051
cy98_CD45neg_CD90neg_S30,Mel98,Mal,post.treatment,New,6200,2503042
cy98_CD45neg_CD90neg_S23,Mel98,Mal,post.treatment,New,4500,478324
cy98_CD45neg_CD90neg_S5,Mel98,Mal,post.treatment,New,3568,666730
cy98_CD45neg_CD90neg_S6,Mel98,Mal,post.treatment,New,2912,806102
cy98_CD45neg_CD90neg_S49,Mel98,Mal,post.treatment,New,3212,577988
cy105_Zombineg_CD45neg_CD90neg_S148,Mel105,Mal,treatment.naive,New,2492,86556
cy98_CD45neg_CD90neg_S74,Mel98,Mal,post.treatment,New,8708,645401
cy98_CD45neg_CD90neg_S13,Mel98,Mal,post.treatment,New,8344,1031242
cy98_CD45neg_CD90neg_S19,Mel98,Mal,post.treatment,New,3418,981077
cy98_CD45neg_CD90neg_S31,Mel98,Mal,post.treatment,New,4605,1671238
cy98_CD45neg_CD90neg_S61,Mel98,Mal,post.treatment,New,3600,1341713
cy98_CD45neg_CD90neg_S76,Mel98,Mal,post.treatment,New,4069,203786
cy98_CD45neg_CD90neg_S80,Mel98,Mal,post.treatment,New,4363,372851
cy98_CD45neg_CD90neg_S8,Mel98,Mal,post.treatment,New,8254,558047
cy98_CD45neg_CD90neg_S93,Mel98,Mal,post.treatment,New,3150,1178552
cy98_CD45neg_CD90neg_S15,Mel98,Mal,post.treatment,New,4780,446454
cy105_Zombineg_CD45neg_CD90neg_S109,Mel105,Mal,treatment.naive,New,4523,501195
cy98_CD45neg_CD90neg_S45,Mel98,Mal,post.treatment,New,4063,895870
cy98_CD45neg_CD90neg_S34,Mel98,Mal,post.treatment,New,7981,2181712
cy98_CD45neg_CD90neg_S43,Mel98,Mal,post.treatment,New,2869,722287
cy98_CD45neg_CD90neg_S54,Mel98,Mal,post.treatment,New,5347,562273
cy98_CD45neg_CD90neg_S28,Mel98,Mal,post.treatment,New,10158,1674349
cy98_CD45neg_CD90neg_S10,Mel98,Mal,post.treatment,New,8538,634739
cy98_CD45neg_CD90neg_S69,Mel98,Mal,post.treatment,New,7284,949448
cy98_CD45neg_CD90neg_S67,Mel98,Mal,post.treatment,New,7357,966916
cy98_CD45neg_CD90neg_S77,Mel98,Mal,post.treatment,New,5083,289399
cy98_CD45neg_CD90neg_S41,Mel98,Mal,post.treatment,New,5377,655928
cy98_CD45neg_CD90neg_S55,Mel98,Mal,post.treatment,New,3265,646728
cy105_Zombineg_CD45neg_CD90neg_S192,Mel105,Mal,treatment.naive,New,5527,1020502
cy98_CD45neg_CD90neg_S38,Mel98,Mal,post.treatment,New,8172,738237
cy98_CD45neg_CD90neg_S68,Mel98,Mal,post.treatment,New,3510,481122
cy98_CD45neg_CD90neg_S37,Mel98,Mal,post.treatment,New,10882,916492
cy105_Zombineg_CD45neg_CD90neg_S180,Mel105,Mal,treatment.naive,New,3131,16411
cy98_CD45neg_CD90neg_S83,Mel98,Mal,post.treatment,New,8539,768839
cy105_Zombineg_CD45neg_CD90neg_S101,Mel105,Mal,treatment.naive,New,3179,1176188
cy98_CD45neg_CD90neg_S53,Mel98,Mal,post.treatment,New,4526,780678
cy98_CD45neg_CD90neg_S58,Mel98,Mal,post.treatment,New,4779,594993
cy98_CD45neg_CD90neg_S64,Mel98,Mal,post.treatment,New,4675,636775
cy98_CD45neg_CD90neg_S91,Mel98,Mal,post.treatment,New,4726,870949
cy98_CD45neg_CD90neg_S86,Mel98,Mal,post.treatment,New,7222,590113
cy98_CD45neg_CD90neg_S62,Mel98,Mal,post.treatment,New,3976,1125742
cy98_CD45neg_CD90neg_S92,Mel98,Mal,post.treatment,New,10453,668434
cy98_CD45neg_CD90neg_S24,Mel98,Mal,post.treatment,New,8994,981741
cy98_CD45neg_CD90neg_S2,Mel98,Mal,post.treatment,New,5927,596128
cy98_CD45neg_CD90neg_S94,Mel98,Mal,post.treatment,New,2772,685967
cy98_CD45neg_CD90neg_S60,Mel98,Mal,post.treatment,New,11959,832378
cy98_CD45neg_CD90neg_S26,Mel98,Mal,post.treatment,New,5659,1155259
cy98_CD45neg_CD90neg_S11,Mel98,Mal,post.treatment,New,6145,756468
cy98_CD45neg_CD90neg_S36,Mel98,Mal,post.treatment,New,7826,2540336
cy105_Zombineg_CD45neg_CD90neg_S172,Mel105,Mal,treatment.naive,New,3503,535510
cy105_Zombineg_CD45neg_CD90neg_S170,Mel105,Mal,treatment.naive,New,2076,368508
cy98_CD45neg_CD90neg_S25,Mel98,Mal,post.treatment,New,11207,2741660
cy98_CD45neg_CD90neg_S40,Mel98,Mal,post.treatment,New,3718,365564
cy98_CD45neg_CD90neg_S75,Mel98,Mal,post.treatment,New,4902,483791
cy98_CD45neg_CD90neg_S66,Mel98,Mal,post.treatment,New,8141,1030298
cy98_CD45neg_CD90neg_S18,Mel98,Mal,post.treatment,New,9135,1106322
cy98_CD45neg_CD90neg_S50,Mel98,Mal,post.treatment,New,6116,834932
cy98_CD45neg_CD90neg_S29,Mel98,Mal,post.treatment,New,4851,1856097
cy98_CD45neg_CD90neg_S88,Mel98,Mal,post.treatment,New,8218,372064
cy98_CD45neg_CD90neg_S57,Mel98,Mal,post.treatment,New,2920,1189805
cy98_CD45neg_CD90neg_S22,Mel98,Mal,post.treatment,New,3662,328603
cy98_CD45neg_CD90neg_S51,Mel98,Mal,post.treatment,New,11232,926838
cy105_Zombineg_CD45neg_CD90neg_S134,Mel105,Mal,treatment.naive,New,6125,888127
cy98_CD45neg_CD90neg_S90,Mel98,Mal,post.treatment,New,2407,737489
cy98_CD45neg_CD90neg_S27,Mel98,Mal,post.treatment,New,5732,1120259
cy98_CD45neg_CD90neg_S16,Mel98,Mal,post.treatment,New,8199,579088
cy98_CD45neg_CD90neg_S4,Mel98,Mal,post.treatment,New,3913,477385
cy98_CD45neg_CD90neg_S7,Mel98,Mal,post.treatment,New,1777,88602
cy98_CD45neg_CD90neg_S1,Mel98,Mal,post.treatment,New,3630,619416
cy102_CD45neg_CD90neg_S340,Mel102,Mal,post.treatment,New,7062,1037101
cy102_CD45neg_CD90neg_S376,Mel102,Mal,post.treatment,New,6837,989443
cy102_CD45neg_CD90neg_S290,Mel102,Mal,post.treatment,New,6012,1060938
cy102_CD45neg_CD90neg_S331,Mel102,Mal,post.treatment,New,8457,1059191
cy112_CD45neg_CD90neg_S181,Mel112,Mal,treatment.naive,New,1751,1862386
cy102_CD45neg_CD90neg_S318,Mel102,Mal,post.treatment,New,6537,1025463
cy102_CD45neg_CD90neg_S360,Mel102,Mal,post.treatment,New,7453,870565
cy102_CD45neg_CD90neg_S316,Mel102,Mal,post.treatment,New,6987,843867
cy102_CD45neg_CD90neg_S372,Mel102,Mal,post.treatment,New,5636,289742
cy102_CD45neg_CD90neg_S298,Mel102,Mal,post.treatment,New,6362,717134
cy102_CD45neg_CD90neg_S378,Mel102,Mal,post.treatment,New,6323,1086057
cy102_CD45neg_CD90neg_S345,Mel102,Mal,post.treatment,New,7776,1078962
cy102_CD45neg_CD90neg_S377,Mel102,Mal,post.treatment,New,7361,1003048
cy102_CD45neg_CD90neg_S382,Mel102,Mal,post.treatment,New,5614,569290
cy102_CD45neg_CD90neg_S295,Mel102,Mal,post.treatment,New,6898,770051
cy112_CD45neg_CD90neg_S127,Mel112,Mal,treatment.naive,New,2188,1954478
cy102_CD45neg_CD90neg_S307,Mel102,Mal,post.treatment,New,6820,1225231
cy102_CD45neg_CD90neg_S365,Mel102,Mal,post.treatment,New,7145,940159
cy102_CD45neg_CD90neg_S363,Mel102,Mal,post.treatment,New,6195,1527827
cy102_CD45neg_CD90neg_S293,Mel102,Mal,post.treatment,New,5963,608167
cy102_CD45neg_CD90neg_S300,Mel102,Mal,post.treatment,New,6117,358404
cy102_CD45neg_CD90neg_S311,Mel102,Mal,post.treatment,New,6300,915362
cy102_CD45neg_CD90neg_S330,Mel102,Mal,post.treatment,New,1988,790425
cy112_CD45neg_CD90neg_S108,Mel112,Mal,treatment.naive,New,2752,1372772
cy112_CD45neg_CD90neg_S178,Mel112,Mal,treatment.naive,New,7056,1870691
cy102_CD45neg_CD90neg_S291,Mel102,Mal,post.treatment,New,5845,898920
cy102_CD45neg_CD90neg_S359,Mel102,Mal,post.treatment,New,6599,877072
cy102_CD45neg_CD90neg_S310,Mel102,Mal,post.treatment,New,8059,1054383
cy102_CD45neg_CD90neg_S319,Mel102,Mal,post.treatment,New,7701,871954
cy102_CD45neg_CD90neg_S301,Mel102,Mal,post.treatment,New,6024,1304562
cy102_CD45neg_CD90neg_S371,Mel102,Mal,post.treatment,New,6578,1011245
cy102_CD45neg_CD90neg_S344,Mel102,Mal,post.treatment,New,7690,1009449
cy102_CD45neg_CD90neg_S358,Mel102,Mal,post.treatment,New,6253,795311
cy102_CD45neg_CD90neg_S380,Mel102,Mal,post.treatment,New,7618,1129456
cy102_CD45neg_CD90neg_S370,Mel102,Mal,post.treatment,New,6824,1269157
cy102_CD45neg_CD90neg_S381,Mel102,Mal,post.treatment,New,8186,820160
cy102_CD45neg_CD90neg_S354,Mel102,Mal,post.treatment,New,6906,1278671
cy112_CD45neg_CD90neg_S102,Mel112,Mal,treatment.naive,New,1991,1441644
cy102_CD45neg_CD90neg_S342,Mel102,Mal,post.treatment,New,6678,1262130
cy102_CD45neg_CD90neg_S334,Mel102,Mal,post.treatment,New,7572,938347
cy112_CD45neg_CD90neg_S176,Mel112,Mal,treatment.naive,New,2170,1526634
cy102_CD45neg_CD90neg_S302,Mel102,Mal,post.treatment,New,5828,810928
cy102_CD45neg_CD90neg_S315,Mel102,Mal,post.treatment,New,5690,1063370
cy102_CD45neg_CD90neg_S289,Mel102,Mal,post.treatment,New,10634,1326837
cy102_CD45neg_CD90neg_S362,Mel102,Mal,post.treatment,New,5062,760315
cy102_CD45neg_CD90neg_S314,Mel102,Mal,post.treatment,New,6308,1526123
cy102_CD45neg_CD90neg_S299,Mel102,Mal,post.treatment,New,6752,652531
cy102_CD45neg_CD90neg_S343,Mel102,Mal,post.treatment,New,6988,1409398
cy102_CD45neg_CD90neg_S364,Mel102,Mal,post.treatment,New,6423,570635
cy102_CD45neg_CD90neg_S335,Mel102,Mal,post.treatment,New,7019,777370
cy102_CD45neg_CD90neg_S336,Mel102,Mal,post.treatment,New,6696,755243
cy102_CD45neg_CD90neg_S323,Mel102,Mal,post.treatment,New,7291,1039509
cy102_CD45neg_CD90neg_S374,Mel102,Mal,post.treatment,New,5184,1318480
cy102_CD45neg_CD90neg_S337,Mel102,Mal,post.treatment,New,6000,1608357
cy102_CD45neg_CD90neg_S327,Mel102,Mal,post.treatment,New,5702,768611
cy102_CD45neg_CD90neg_S308,Mel102,Mal,post.treatment,New,7521,516353
cy102_CD45neg_CD90neg_S356,Mel102,Mal,post.treatment,New,6818,895927
cy102_CD45neg_CD90neg_S341,Mel102,Mal,post.treatment,New,7915,1352662
cy102_CD45neg_CD90neg_S361,Mel102,Mal,post.treatment,New,6024,1290906
cy102_CD45neg_CD90neg_S383,Mel102,Mal,post.treatment,New,7186,1150693
cy102_CD45neg_CD90neg_S368,Mel102,Mal,post.treatment,New,7972,1154243
cy102_CD45neg_CD90neg_S375,Mel102,Mal,post.treatment,New,5531,1542427
cy102_CD45neg_CD90neg_S366,Mel102,Mal,post.treatment,New,6169,925252
cy102_CD45neg_CD90neg_S369,Mel102,Mal,post.treatment,New,6620,631090
cy102_CD45neg_CD90neg_S350,Mel102,Mal,post.treatment,New,6188,1663952
cy102_CD45neg_CD90neg_S322,Mel102,Mal,post.treatment,New,7664,1188764
cy112_CD45neg_CD90neg_S188,Mel112,Mal,treatment.naive,New,3116,1769747
